Time,0x180600fd_0b0,0x180601fd_0_1,0x180601fd_2_3,0x180603fd_0_1,0x180603fd_2_3,0x180605fd_0_3,0x180605fd_4_7,0x180606fd_0_3,0x180609fd_0_3
11-29-2022_15.04.58,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.04.58,0,17806,847,1196,100,1793,0,0,0
11-29-2022_15.04.58,0,18055,845,1196,100,1793,0,0,0
11-29-2022_15.04.59,0,16934,849,1196,100,1788,0,0,0
11-29-2022_15.04.59,0,17183,848,1196,100,1788,0,0,0
11-29-2022_15.04.59,0,17930,845,1196,100,1793,0,0,3064
11-29-2022_15.04.59,0,17432,847,1196,100,1788,0,0,3064
11-29-2022_15.04.59,0,17183,848,1196,100,1788,0,0,3064
11-29-2022_15.04.59,0,18055,845,1196,100,1793,0,0,3064
11-29-2022_15.04.59,0,17806,846,1196,100,1793,0,0,3064
11-29-2022_15.04.59,0,17183,848,1196,100,1788,0,0,0
11-29-2022_15.04.59,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.04.59,0,17930,845,1196,100,1793,0,0,0
11-29-2022_15.05.00,0,17308,847,1196,100,1788,0,0,0
11-29-2022_15.05.00,0,17183,848,1196,100,1544,0,0,0
11-29-2022_15.05.00,0,17681,846,1196,100,1788,0,0,3064
11-29-2022_15.05.00,0,17059,848,1196,100,1544,0,0,3064
11-29-2022_15.05.00,0,17432,847,1196,100,1788,0,0,3064
11-29-2022_15.05.00,0,17681,846,1196,100,1788,0,0,3064
11-29-2022_15.05.00,0,16810,849,1196,100,1788,0,0,0
11-29-2022_15.05.00,0,17059,848,1196,100,1544,0,0,0
11-29-2022_15.05.00,0,17557,846,1196,100,1793,0,0,0
11-29-2022_15.05.01,0,17557,846,1196,100,1788,0,0,0
11-29-2022_15.05.01,0,16810,849,1196,100,1544,0,0,0
11-29-2022_15.05.01,0,17432,847,1196,100,1544,0,0,3065
11-29-2022_15.05.01,0,17806,845,1196,100,1788,0,0,3065
11-29-2022_15.05.01,0,17059,848,1196,100,1788,0,0,3065
11-29-2022_15.05.01,0,17681,846,1196,100,1788,0,0,3065
11-29-2022_15.05.01,0,17806,845,1196,100,1793,0,0,3065
11-29-2022_15.05.01,0,17557,846,1196,100,1788,0,0,0
11-29-2022_15.05.01,0,17308,847,1196,100,1788,0,0,0
11-29-2022_15.05.01,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.02,0,18055,845,1196,100,1793,0,0,0
11-29-2022_15.05.02,0,17183,848,1196,100,1788,0,0,0
11-29-2022_15.05.02,0,17183,848,1196,100,1793,0,0,3065
11-29-2022_15.05.02,0,17557,847,1196,100,1788,0,0,3065
11-29-2022_15.05.02,0,17557,847,1196,100,1788,0,0,3065
11-29-2022_15.05.02,0,17557,847,1196,100,1788,0,0,3065
11-29-2022_15.05.02,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.02,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.03,0,17930,845,1196,100,1793,0,0,0
11-29-2022_15.05.03,0,16934,849,1196,100,1788,0,0,0
11-29-2022_15.05.03,0,17432,847,1196,100,1788,0,0,3065
11-29-2022_15.05.03,0,17681,846,1196,100,1788,0,0,3065
11-29-2022_15.05.03,0,17681,847,1196,100,1788,0,0,3065
11-29-2022_15.05.03,0,17681,847,1196,100,1788,0,0,3065
11-29-2022_15.05.03,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.03,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.05.03,0,17557,847,1196,100,1793,0,0,0
11-29-2022_15.05.04,0,17930,846,1196,100,1793,0,0,0
11-29-2022_15.05.04,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.04,0,17183,848,1196,100,1788,0,0,3065
11-29-2022_15.05.04,0,18179,845,1196,100,1793,0,0,3065
11-29-2022_15.05.04,0,17183,848,1196,100,1793,0,0,3065
11-29-2022_15.05.04,0,17557,847,1196,100,1788,0,0,3065
11-29-2022_15.05.04,0,18179,845,1196,100,1788,0,0,0
11-29-2022_15.05.04,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.04,0,17183,848,1196,100,1788,0,0,0
11-29-2022_15.05.05,0,17681,846,1196,100,1544,0,0,0
11-29-2022_15.05.05,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.05,0,17432,848,1196,100,1788,0,0,3066
11-29-2022_15.05.05,0,17930,845,1196,100,1788,0,0,3066
11-29-2022_15.05.05,0,16810,850,1196,100,1793,0,0,3066
11-29-2022_15.05.05,0,17059,848,1196,100,1544,0,0,3066
11-29-2022_15.05.05,0,17557,847,1196,100,1544,0,0,0
11-29-2022_15.05.05,0,17432,847,1196,100,1793,0,0,0
11-29-2022_15.05.05,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.05.06,0,17930,845,1196,100,1544,0,0,0
11-29-2022_15.05.06,0,17806,846,1196,100,1793,0,0,0
11-29-2022_15.05.06,0,17308,847,1196,100,1793,0,0,3066
11-29-2022_15.05.06,0,18055,845,1196,100,1788,0,0,3066
11-29-2022_15.05.06,0,17308,848,1196,100,1793,0,0,3066
11-29-2022_15.05.06,0,17681,847,1196,100,1788,0,0,3066
11-29-2022_15.05.06,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.06,0,17681,847,1196,100,1788,0,0,0
11-29-2022_15.05.06,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.07,0,17681,847,1196,100,1788,0,0,0
11-29-2022_15.05.07,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.07,0,17183,848,1196,100,1793,0,0,3066
11-29-2022_15.05.07,0,17183,848,1196,100,1788,0,0,3066
11-29-2022_15.05.07,0,17806,846,1196,100,1788,0,0,3066
11-29-2022_15.05.07,0,17432,847,1196,100,1788,0,0,3066
11-29-2022_15.05.07,0,17308,848,1196,100,1788,0,0,3066
11-29-2022_15.05.07,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.07,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.07,0,16934,849,1196,100,1793,0,0,0
11-29-2022_15.05.08,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.08,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.08,0,17432,847,1196,100,1793,0,0,3067
11-29-2022_15.05.08,0,17432,847,1196,100,1788,0,0,3067
11-29-2022_15.05.08,0,17557,847,1196,100,1788,0,0,3067
11-29-2022_15.05.08,0,18055,845,1196,100,1788,0,0,3067
11-29-2022_15.05.08,0,17059,848,1196,100,1793,0,0,3067
11-29-2022_15.05.08,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.08,0,18179,845,1196,100,1793,0,0,0
11-29-2022_15.05.08,0,16934,849,1196,100,1793,0,0,0
11-29-2022_15.05.09,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.05.09,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.09,0,17432,847,1196,100,1788,0,0,3067
11-29-2022_15.05.09,0,17557,847,1196,100,1793,0,0,3067
11-29-2022_15.05.09,0,17681,847,1196,100,1788,0,0,3067
11-29-2022_15.05.09,0,18304,844,1196,100,1788,0,0,3067
11-29-2022_15.05.09,0,16934,849,1196,100,1793,0,0,3067
11-29-2022_15.05.09,0,17059,849,1196,100,1788,0,0,0
11-29-2022_15.05.09,0,17806,846,1196,100,1544,0,0,0
11-29-2022_15.05.09,0,17308,847,1196,100,1788,0,0,0
11-29-2022_15.05.10,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.05.10,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.10,0,17930,845,1196,100,1788,0,0,3067
11-29-2022_15.05.10,0,17059,849,1196,100,1793,0,0,3067
11-29-2022_15.05.10,0,17432,847,1196,100,1788,0,0,3067
11-29-2022_15.05.10,0,17930,845,1196,100,1788,0,0,3067
11-29-2022_15.05.10,0,17557,847,1196,100,1793,0,0,3067
11-29-2022_15.05.10,0,17432,848,1196,100,1788,0,0,0
11-29-2022_15.05.10,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.10,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.11,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.11,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.11,0,17806,846,1196,100,1788,0,0,3068
11-29-2022_15.05.11,0,16810,849,1196,100,1793,0,0,3068
11-29-2022_15.05.11,0,17806,846,1196,100,1788,0,0,3068
11-29-2022_15.05.11,0,18055,846,1196,100,1788,0,0,3068
11-29-2022_15.05.11,0,17557,847,1196,100,1793,0,0,3068
11-29-2022_15.05.11,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.11,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.11,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.12,0,16685,850,1196,100,1788,0,0,0
11-29-2022_15.05.12,0,17308,847,1196,100,1788,0,0,0
11-29-2022_15.05.12,0,18055,845,1196,100,1788,0,0,3068
11-29-2022_15.05.12,0,17557,847,1196,100,1788,0,0,3068
11-29-2022_15.05.12,0,17059,848,1196,100,1788,0,0,3068
11-29-2022_15.05.12,0,17681,846,1196,100,1544,0,0,3068
11-29-2022_15.05.12,0,17930,845,1196,100,1788,0,0,3068
11-29-2022_15.05.12,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.12,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.12,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.13,0,16934,849,1196,100,1793,0,0,0
11-29-2022_15.05.13,0,17183,848,1196,100,1788,0,0,0
11-29-2022_15.05.13,0,17806,846,1196,100,1544,0,0,3068
11-29-2022_15.05.13,0,17059,848,1196,100,1793,0,0,3068
11-29-2022_15.05.13,0,17557,847,1196,100,1788,0,0,3068
11-29-2022_15.05.13,0,18055,845,1196,100,1788,0,0,3068
11-29-2022_15.05.13,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.13,0,17059,848,1196,100,1788,0,0,0
11-29-2022_15.05.13,0,17930,845,1196,100,1544,0,0,0
11-29-2022_15.05.14,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.14,0,17059,848,1196,100,1793,0,0,0
11-29-2022_15.05.14,0,17930,845,1196,100,1544,0,0,3068
11-29-2022_15.05.14,0,17059,848,1196,100,1793,0,0,3068
11-29-2022_15.05.14,0,17183,848,1196,100,1788,0,0,3068
11-29-2022_15.05.14,0,17930,845,1196,100,1544,0,0,3068
11-29-2022_15.05.14,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.14,0,17308,847,1196,100,1788,0,0,0
11-29-2022_15.05.14,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.15,0,18055,845,1196,100,1793,0,0,0
11-29-2022_15.05.15,0,17557,847,1196,100,1793,0,0,0
11-29-2022_15.05.15,0,17308,848,1196,100,1788,0,0,3069
11-29-2022_15.05.15,0,17308,848,1196,100,1793,0,0,3069
11-29-2022_15.05.15,0,17432,847,1196,100,1788,0,0,3069
11-29-2022_15.05.15,0,17806,846,1196,100,1788,0,0,3069
11-29-2022_15.05.15,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.15,0,17557,847,1196,100,1793,0,0,0
11-29-2022_15.05.15,0,17681,847,1196,100,1788,0,0,0
11-29-2022_15.05.16,0,18179,845,1196,100,1788,0,0,0
11-29-2022_15.05.16,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.05.16,0,17557,847,1196,100,1788,0,0,3069
11-29-2022_15.05.16,0,17681,847,1196,100,1793,0,0,3069
11-29-2022_15.05.16,0,17432,848,1196,100,1793,0,0,3069
11-29-2022_15.05.16,0,17681,847,1196,100,1788,0,0,3069
11-29-2022_15.05.16,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.05.16,0,16934,849,1196,100,1793,0,0,0
11-29-2022_15.05.16,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.05.16,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.17,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.17,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.05.17,0,17681,847,1196,100,1788,0,0,3069
11-29-2022_15.05.17,0,17806,846,1196,100,1788,0,0,3069
11-29-2022_15.05.17,0,17183,848,1196,100,1793,0,0,3069
11-29-2022_15.05.17,0,17183,848,1196,100,1788,0,0,3069
11-29-2022_15.05.17,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.17,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.05.17,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.18,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.18,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.18,0,16934,849,1196,100,1788,0,0,0
11-29-2022_15.05.18,0,17059,848,1196,100,1788,0,0,3070
11-29-2022_15.05.18,0,17681,846,1196,100,1544,0,0,3070
11-29-2022_15.05.18,0,16934,848,1196,100,1788,0,0,3070
11-29-2022_15.05.18,0,17183,848,1196,100,1788,0,0,3070
11-29-2022_15.05.18,0,17681,846,1196,100,1544,0,0,0
11-29-2022_15.05.18,0,17308,847,1196,100,1544,0,0,0
11-29-2022_15.05.18,0,17059,848,1196,100,1793,0,0,0
11-29-2022_15.05.18,0,17681,846,1196,100,1544,0,0,0
11-29-2022_15.05.19,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.19,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.19,0,17930,846,1196,100,1788,0,0,3070
11-29-2022_15.05.19,0,17930,845,1196,100,1788,0,0,3070
11-29-2022_15.05.19,0,16934,849,1196,100,1788,0,0,3070
11-29-2022_15.05.19,0,17183,848,1196,100,1788,0,0,3070
11-29-2022_15.05.19,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.19,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.19,0,17557,847,1196,100,1793,0,0,0
11-29-2022_15.05.19,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.20,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.20,0,16934,849,1196,100,1793,0,0,0
11-29-2022_15.05.20,0,17308,848,1196,100,1788,0,0,3070
11-29-2022_15.05.20,0,18055,845,1196,100,1544,0,0,3070
11-29-2022_15.05.20,0,17557,847,1196,100,1788,0,0,3070
11-29-2022_15.05.20,0,17557,847,1196,100,1793,0,0,3070
11-29-2022_15.05.20,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.20,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.20,0,16810,849,1196,100,1788,0,0,0
11-29-2022_15.05.20,0,17308,847,1196,100,1788,0,0,0
11-29-2022_15.05.21,0,17806,845,1196,100,1788,0,0,0
11-29-2022_15.05.21,0,17308,847,1196,100,1788,0,0,0
11-29-2022_15.05.21,0,17806,846,1196,100,1793,0,0,3071
11-29-2022_15.05.21,0,17930,845,1196,100,1788,0,0,3071
11-29-2022_15.05.21,0,17930,846,1196,100,1793,0,0,3071
11-29-2022_15.05.21,0,17557,847,1196,100,1793,0,0,3071
11-29-2022_15.05.21,0,17432,848,1196,100,1788,0,0,0
11-29-2022_15.05.21,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.05.21,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.05.21,0,17557,847,1196,100,1793,0,0,0
11-29-2022_15.05.22,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.05.22,0,17681,847,1196,100,1788,0,0,0
11-29-2022_15.05.22,0,17308,848,1196,100,1793,0,0,3071
11-29-2022_15.05.22,0,17557,847,1196,100,1788,0,0,3071
11-29-2022_15.05.22,0,17806,846,1196,100,1788,0,0,3071
11-29-2022_15.05.22,0,17183,848,1196,100,1793,0,0,3071
11-29-2022_15.05.22,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.22,0,18179,845,1196,100,1788,0,0,0
11-29-2022_15.05.22,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.22,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.05.23,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.23,0,17681,846,1196,100,1544,0,0,0
11-29-2022_15.05.23,0,17183,848,1196,100,1788,0,0,3071
11-29-2022_15.05.23,0,17308,848,1196,100,1788,0,0,3071
11-29-2022_15.05.23,0,17930,845,1196,100,1544,0,0,3071
11-29-2022_15.05.23,0,16934,849,1196,100,1788,0,0,3071
11-29-2022_15.05.23,0,16934,849,1196,100,1793,0,0,0
11-29-2022_15.05.23,0,17681,846,1196,100,1544,0,0,0
11-29-2022_15.05.23,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.23,0,17059,848,1196,100,1788,0,0,0
11-29-2022_15.05.24,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.24,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.24,0,17059,848,1196,100,1788,0,0,3071
11-29-2022_15.05.24,0,17308,847,1196,100,1788,0,0,3071
11-29-2022_15.05.24,0,17681,846,1196,100,1788,0,0,3071
11-29-2022_15.05.24,0,17432,847,1196,100,1544,0,0,3071
11-29-2022_15.05.24,0,17432,847,1196,100,1793,0,0,0
11-29-2022_15.05.24,0,18179,845,1196,100,1793,0,0,0
11-29-2022_15.05.24,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.24,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.25,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.25,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.25,0,17432,847,1196,100,1788,0,0,3072
11-29-2022_15.05.25,0,17557,847,1196,100,1793,0,0,3072
11-29-2022_15.05.25,0,17930,846,1196,100,1788,0,0,3072
11-29-2022_15.05.25,0,17930,845,1196,100,1793,0,0,3072
11-29-2022_15.05.25,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.25,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.25,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.25,0,17059,849,1196,100,1788,0,0,0
11-29-2022_15.05.26,0,17557,847,1196,100,1793,0,0,0
11-29-2022_15.05.26,0,18179,844,1196,100,1788,0,0,0
11-29-2022_15.05.26,0,17557,847,1196,100,1788,0,0,3072
11-29-2022_15.05.26,0,17308,848,1196,100,1793,0,0,3072
11-29-2022_15.05.26,0,17681,846,1196,100,1788,0,0,3072
11-29-2022_15.05.26,0,18055,845,1196,100,1788,0,0,3072
11-29-2022_15.05.26,0,16934,849,1196,100,1788,0,0,0
11-29-2022_15.05.26,0,17308,847,1196,100,1788,0,0,0
11-29-2022_15.05.26,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.26,0,17059,849,1196,100,1788,0,0,0
11-29-2022_15.05.27,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.27,0,17308,847,1196,100,1788,0,0,0
11-29-2022_15.05.27,0,17308,847,1196,100,1544,0,0,3072
11-29-2022_15.05.27,0,17059,848,1196,100,1793,0,0,3072
11-29-2022_15.05.27,0,17059,848,1196,100,1788,0,0,3072
11-29-2022_15.05.27,0,17930,845,1196,100,1544,0,0,3072
11-29-2022_15.05.27,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.05.27,0,17432,847,1196,100,1793,0,0,0
11-29-2022_15.05.27,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.27,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.28,0,17059,848,1196,100,1793,0,0,0
11-29-2022_15.05.28,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.28,0,18179,844,1196,100,1788,0,0,3073
11-29-2022_15.05.28,0,17183,848,1196,100,1788,0,0,3073
11-29-2022_15.05.28,0,17557,847,1196,100,1793,0,0,3073
11-29-2022_15.05.28,0,18055,845,1196,100,1788,0,0,3073
11-29-2022_15.05.28,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.28,0,17059,849,1196,100,1788,0,0,0
11-29-2022_15.05.28,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.28,0,18179,844,1196,100,1788,0,0,0
11-29-2022_15.05.29,0,17557,847,1196,100,1793,0,0,0
11-29-2022_15.05.29,0,17806,847,1196,100,1788,0,0,0
11-29-2022_15.05.29,0,17806,846,1196,100,1788,0,0,3073
11-29-2022_15.05.29,0,17059,849,1196,100,1544,0,0,3073
11-29-2022_15.05.29,0,17308,848,1196,100,1793,0,0,3073
11-29-2022_15.05.29,0,17557,847,1196,100,1788,0,0,3073
11-29-2022_15.05.29,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.29,0,17432,847,1196,100,1793,0,0,0
11-29-2022_15.05.29,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.29,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.30,0,17183,848,1196,100,1788,0,0,0
11-29-2022_15.05.30,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.05.30,0,18179,845,1196,100,1788,0,0,3073
11-29-2022_15.05.30,0,17806,846,1196,100,1793,0,0,3073
11-29-2022_15.05.30,0,17557,847,1196,100,1793,0,0,3073
11-29-2022_15.05.30,0,17806,846,1196,100,1793,0,0,3073
11-29-2022_15.05.30,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.05.30,0,17059,849,1196,100,1788,0,0,0
11-29-2022_15.05.30,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.05.30,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.05.31,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.31,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.05.31,0,17557,847,1196,100,1788,0,0,3074
11-29-2022_15.05.31,0,18055,845,1196,100,1788,0,0,3074
11-29-2022_15.05.31,0,17183,848,1196,100,1788,0,0,3074
11-29-2022_15.05.31,0,17183,848,1196,100,1788,0,0,3074
11-29-2022_15.05.31,0,17930,845,1196,100,1788,0,0,0
11-29-2022_15.05.31,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.31,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.05.31,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.32,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.32,0,17059,848,1196,100,1793,0,0,0
11-29-2022_15.05.32,0,17183,848,1196,100,1788,0,0,3074
11-29-2022_15.05.32,0,17930,845,1196,100,1788,0,0,3074
11-29-2022_15.05.32,0,17681,847,1196,100,1793,0,0,3074
11-29-2022_15.05.32,0,17681,847,1196,100,1793,0,0,3074
11-29-2022_15.05.32,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.32,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.32,0,17183,848,1196,100,1793,0,0,0
11-29-2022_15.05.32,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.33,0,17806,846,1196,100,1788,0,0,0
11-29-2022_15.05.33,0,17308,848,1196,100,1788,0,0,0
11-29-2022_15.05.33,0,17557,847,1196,100,1793,0,0,3074
11-29-2022_15.05.33,0,18055,845,1196,100,1788,0,0,3074
11-29-2022_15.05.33,0,17059,849,1196,100,1788,0,0,3074
11-29-2022_15.05.33,0,17308,848,1196,100,1793,0,0,3074
11-29-2022_15.05.33,0,17681,846,1196,100,1788,0,0,0
11-29-2022_15.05.33,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.33,0,17432,847,1196,100,1788,0,0,0
11-29-2022_15.05.33,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.34,0,18179,844,1196,100,1788,0,0,0
11-29-2022_15.05.34,0,17432,848,1196,100,1793,0,0,0
11-29-2022_15.05.34,0,17432,848,1196,100,1793,0,0,3074
11-29-2022_15.05.34,0,18055,845,1196,100,1788,0,0,3074
11-29-2022_15.05.34,0,17681,847,1196,100,1788,0,0,3074
11-29-2022_15.05.34,0,17806,846,1196,100,1793,0,0,3074
11-29-2022_15.05.34,0,18179,845,1196,100,1793,0,0,0
11-29-2022_15.05.34,0,18304,845,1196,100,1793,0,0,0
11-29-2022_15.05.34,0,17059,849,1196,100,1788,0,0,0
11-29-2022_15.05.34,0,17557,848,1196,100,1793,0,0,0
11-29-2022_15.05.35,0,18055,846,1196,100,1788,0,0,0
11-29-2022_15.05.35,0,17681,847,1196,100,1788,0,0,0
11-29-2022_15.05.35,0,17557,847,1196,100,1793,0,0,3075
11-29-2022_15.05.35,0,18055,846,1196,100,1793,0,0,3075
11-29-2022_15.05.35,0,18179,845,1196,100,1788,0,0,3075
11-29-2022_15.05.35,0,17183,849,1196,100,1788,0,0,3075
11-29-2022_15.05.35,0,17432,848,1196,100,1793,0,0,0
11-29-2022_15.05.35,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.05.35,0,17059,849,1196,100,1788,0,0,0
11-29-2022_15.05.35,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.05.36,0,18055,846,1196,100,1793,0,0,0
11-29-2022_15.05.36,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.05.36,0,17308,848,1196,100,1788,0,0,3075
11-29-2022_15.05.36,0,17432,848,1196,100,1788,0,0,3075
11-29-2022_15.05.36,0,17930,846,1196,100,1544,0,0,3075
11-29-2022_15.05.36,0,16810,850,1196,100,1788,0,0,3075
11-29-2022_15.05.36,0,17557,847,1196,100,1793,0,0,3075
11-29-2022_15.05.36,0,18179,844,1196,100,1788,0,0,0
11-29-2022_15.05.36,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.36,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.05.37,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.05.37,0,18179,845,1196,100,1788,0,0,0
11-29-2022_15.05.37,0,17308,848,1196,100,1793,0,0,3075
11-29-2022_15.05.37,0,17308,848,1196,100,1793,0,0,3075
11-29-2022_15.05.37,0,18304,844,1196,100,1793,0,0,3075
11-29-2022_15.05.37,0,17557,847,1196,100,1793,0,0,3075
11-29-2022_15.05.37,0,17308,848,1196,100,1793,0,0,3075
11-29-2022_15.05.37,0,17557,847,1196,100,1788,0,0,0
11-29-2022_15.05.37,0,18055,845,1196,100,1788,0,0,0
11-29-2022_15.05.37,0,17183,848,1196,100,1788,0,0,0
11-29-2022_15.05.38,0,17557,847,1196,100,1793,0,0,0
11-29-2022_15.05.38,0,18179,844,1196,100,1788,0,0,0
11-29-2022_15.05.38,0,17432,848,1196,100,1793,0,0,3315
11-29-2022_15.05.38,0,17557,847,1196,100,1793,0,0,3315
11-29-2022_15.05.38,0,17806,846,1196,100,1793,0,0,3315
11-29-2022_15.05.38,0,17681,847,1196,100,1788,0,0,3315
11-29-2022_15.05.38,0,17432,848,1196,100,1788,0,0,3315
11-29-2022_15.05.38,0,17681,847,1196,100,1788,0,0,0
11-29-2022_15.05.38,0,18553,844,1196,100,1788,0,0,0
11-29-2022_15.05.38,0,17432,848,1196,100,1793,0,0,0
11-29-2022_15.05.39,0,17557,848,1196,100,1793,0,0,0
11-29-2022_15.05.39,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.05.39,0,17183,849,1196,100,1788,0,0,3315
11-29-2022_15.05.39,0,17308,848,1196,100,1793,0,0,3315
11-29-2022_15.05.39,0,18055,845,1196,100,1788,0,0,3315
11-29-2022_15.05.39,0,17806,846,1196,100,1793,0,0,3315
11-29-2022_15.05.39,0,17183,849,1196,100,1788,0,0,3315
11-29-2022_15.05.39,0,17308,848,1196,100,1793,0,0,0
11-29-2022_15.05.39,0,17930,846,1196,100,1788,0,0,0
11-29-2022_15.05.39,0,17059,849,1196,100,1788,0,0,0
